,split,goldblue,goldred,bTowers,rTowers,bKills,rKills,bResult,rResult
4277,"4990    2019-2
Name: split, dtype: object",58334,45267,9,1,14,7,1,0
4278,"5002    2019-2
Name: split, dtype: object",67220,58446,9,5,16,3,1,0
4279,"5014    2019-2
Name: split, dtype: object",54677,64833,2,11,13,22,0,1
4280,"5026    2019-2
Name: split, dtype: object",74582,82926,4,10,13,25,0,1
4281,"5038    2019-2
Name: split, dtype: object",65521,56967,11,2,12,4,1,0
4282,"5050    2019-2
Name: split, dtype: object",62546,52455,7,1,15,9,1,0
4283,"5062    2019-2
Name: split, dtype: object",66710,57764,11,1,11,4,1,0
4284,"5074    2019-2
Name: split, dtype: object",82427,90572,7,9,2,6,0,1
4285,"5086    2019-2
Name: split, dtype: object",61295,53251,9,3,9,7,1,0
4286,"5098    2019-2
Name: split, dtype: object",71327,62868,11,6,12,5,1,0
4287,"5110    2019-2
Name: split, dtype: object",75072,63038,11,1,16,11,1,0
4288,"5122    2019-2
Name: split, dtype: object",43169,53796,2,8,4,14,0,1
4289,"5134    2019-2
Name: split, dtype: object",90894,83386,10,5,14,14,1,0
4290,"5146    2019-2
Name: split, dtype: object",56873,59564,5,8,10,12,0,1
4291,"5158    2019-2
Name: split, dtype: object",44157,56824,1,10,5,13,0,1
4292,"5170    2019-2
Name: split, dtype: object",60830,62737,8,5,17,16,1,0
4293,"5182    2019-2
Name: split, dtype: object",53912,57984,4,9,17,15,0,1
4294,"5194    2019-2
Name: split, dtype: object",57778,50666,11,2,12,4,1,0
4295,"5206    2019-2
Name: split, dtype: object",64389,52723,11,3,18,6,1,0
4296,"5218    2019-2
Name: split, dtype: object",70231,56709,10,1,13,7,1,0
4297,"5230    2019-2
Name: split, dtype: object",75739,67914,11,6,19,12,1,0
4298,"5242    2019-2
Name: split, dtype: object",67736,61034,7,3,15,10,1,0
4299,"5254    2019-2
Name: split, dtype: object",51939,36476,11,0,14,3,1,0
4300,"5266    2019-2
Name: split, dtype: object",62197,67603,2,10,3,7,0,1
4301,"5278    2019-2
Name: split, dtype: object",55661,49010,8,5,7,3,1,0
4302,"5290    2019-2P
Name: split, dtype: object",51725,62353,2,9,8,25,0,1
4303,"5302    2019-2
Name: split, dtype: object",45363,58627,1,11,3,14,0,1
4304,"5314    2019-2
Name: split, dtype: object",55062,38974,11,2,22,5,1,0
4305,"5326    2019-2
Name: split, dtype: object",52000,62853,4,11,9,17,0,1
4306,"5338    2019-2
Name: split, dtype: object",70898,58136,10,1,16,5,1,0
4307,"5350    2019-2
Name: split, dtype: object",66372,50396,9,0,13,2,1,0
4308,"5362    2019-2
Name: split, dtype: object",50459,58831,3,10,4,10,0,1
4309,"5374    2019-2
Name: split, dtype: object",50152,62331,2,11,1,12,0,1
4310,"5386    2019-2
Name: split, dtype: object",56525,44017,8,0,11,2,1,0
4311,"5398    2019-2
Name: split, dtype: object",42631,54431,2,9,6,21,0,1
4312,"5410    2019-2
Name: split, dtype: object",68530,73608,3,11,12,17,0,1
4313,"5422    2019-2
Name: split, dtype: object",68779,62372,10,3,16,5,1,0
4314,"5434    2019-2
Name: split, dtype: object",58501,69074,1,9,14,15,0,1
4315,"5446    2019-2
Name: split, dtype: object",54392,62510,4,9,13,14,0,1
4316,"5458    2019-2
Name: split, dtype: object",53733,36104,11,1,18,0,1,0
4317,"5470    2019-2
Name: split, dtype: object",50656,61261,3,8,12,22,0,1
4318,"5482    2019-2
Name: split, dtype: object",40165,50967,2,10,4,11,0,1
4319,"5494    2019-2
Name: split, dtype: object",46475,57043,1,8,7,18,0,1
4320,"5506    2019-2
Name: split, dtype: object",58854,48432,9,1,13,5,1,0
4321,"5518    2019-2
Name: split, dtype: object",63228,54130,11,2,19,9,1,0
4322,"5530    2019-2
Name: split, dtype: object",55974,40268,11,0,14,3,1,0
4323,"5542    2019-2
Name: split, dtype: object",60513,69278,4,8,19,31,0,1
4324,"5554    2019-2
Name: split, dtype: object",59520,50186,9,2,16,8,1,0
4325,"5566    2019-2
Name: split, dtype: object",61080,67463,4,10,17,24,0,1
4326,"5578    2019-2
Name: split, dtype: object",46493,59299,2,9,5,18,0,1
4327,"5590    2019-2
Name: split, dtype: object",65801,57103,9,3,14,10,1,0
4328,"5602    2019-2
Name: split, dtype: object",43380,32331,7,0,18,2,1,0
4329,"5614    2019-2
Name: split, dtype: object",55900,72600,2,11,6,25,0,1
4330,"5626    2019-2
Name: split, dtype: object",55755,47020,9,2,14,12,1,0
4331,"5638    2019-2
Name: split, dtype: object",59227,42814,10,0,18,4,1,0
4332,"5650    2019-2
Name: split, dtype: object",35939,53060,1,11,2,21,0,1
4333,"5662    2019-2
Name: split, dtype: object",84744,80085,9,7,12,7,1,0
4334,"5674    2019-2
Name: split, dtype: object",94059,86768,9,5,19,12,1,0
4335,"5686    2019-2
Name: split, dtype: object",60547,70945,2,11,13,20,0,1
4336,"5698    2019-2
Name: split, dtype: object",53402,48429,8,3,18,15,1,0
4337,"5710    2019-2
Name: split, dtype: object",53920,67189,2,9,8,24,0,1
4338,"5722    2019-2
Name: split, dtype: object",46589,57310,1,8,5,17,0,1
4339,"5734    2019-2
Name: split, dtype: object",80144,89083,3,11,12,15,0,1
4340,"5746    2019-2
Name: split, dtype: object",60869,49160,11,2,12,1,1,0
4341,"5758    2019-2
Name: split, dtype: object",58518,42916,11,0,28,8,1,0
4342,"5770    2019-2
Name: split, dtype: object",56909,46844,10,3,25,14,1,0
4343,"5782    2019-2
Name: split, dtype: object",49465,35329,10,0,21,4,1,0
4344,"5794    2019-2
Name: split, dtype: object",60733,67638,5,11,10,20,0,1
4345,"5806    2019-2
Name: split, dtype: object",79880,82084,6,7,7,13,0,1
4346,"5818    2019-2
Name: split, dtype: object",46193,33983,8,0,13,3,1,0
4347,"5830    2019-2
Name: split, dtype: object",59003,54220,9,3,16,9,1,0
4348,"5842    2019-2
Name: split, dtype: object",63627,61714,8,6,14,8,1,0
4349,"5854    2019-2
Name: split, dtype: object",51753,39408,11,1,7,5,1,0
4350,"5866    2019-2
Name: split, dtype: object",71772,66160,10,7,16,11,1,0
4351,"5878    2019-2
Name: split, dtype: object",60452,45990,11,2,21,4,1,0
4352,"5890    2019-2
Name: split, dtype: object",85804,86080,9,7,22,20,1,0
4353,"5902    2019-2
Name: split, dtype: object",63500,55100,10,2,25,15,1,0
4354,"5914    2019-2
Name: split, dtype: object",61824,71845,4,11,12,21,0,1
4355,"5926    2019-2
Name: split, dtype: object",56759,50302,10,4,11,4,1,0
4356,"5938    2019-2
Name: split, dtype: object",37079,52242,0,8,0,15,0,1
4357,"5950    2019-2
Name: split, dtype: object",53412,64242,2,9,10,22,0,1
4358,"5962    2019-2
Name: split, dtype: object",69535,80434,3,11,6,7,0,1
4359,"5974    2019-2
Name: split, dtype: object",44010,54857,0,8,8,12,0,1
4360,"5986    2019-2
Name: split, dtype: object",57125,51400,7,1,11,9,1,0
4361,"5998    2019-2
Name: split, dtype: object",39777,53738,1,9,3,16,0,1
4362,"6010    2019-2
Name: split, dtype: object",48654,52764,4,9,3,10,0,1
4363,"6022    2019-2
Name: split, dtype: object",72531,59689,10,1,15,9,1,0
4364,"6034    2019-2
Name: split, dtype: object",46264,29616,9,0,25,3,1,0
4365,"6046    2019-2
Name: split, dtype: object",62175,56625,11,2,25,3,1,0
4366,"6058    2019-2
Name: split, dtype: object",53034,65379,1,11,12,21,0,1
4367,"6070    2019-2
Name: split, dtype: object",50884,63034,3,11,9,19,0,1
4368,"6082    2019-2
Name: split, dtype: object",64193,70004,4,10,15,19,0,1
4369,"6094    2019-2
Name: split, dtype: object",52631,59149,3,9,10,12,0,1
4370,"6106    2019-2
Name: split, dtype: object",69425,57371,11,2,20,8,1,0
4371,"6118    2019-2
Name: split, dtype: object",71881,65246,11,5,18,7,1,0
4372,"6130    2019-2
Name: split, dtype: object",38981,54643,0,11,5,19,0,1
4373,"6142    2019-2
Name: split, dtype: object",65159,56424,10,3,16,8,1,0
4374,"6154    2019-2
Name: split, dtype: object",34364,48718,0,9,6,21,0,1
4375,"6166    2019-2
Name: split, dtype: object",96912,87533,11,5,22,22,1,0
4376,"6178    2019-2
Name: split, dtype: object",62528,54486,9,3,16,7,1,0
4377,"6190    2019-2
Name: split, dtype: object",81002,79146,9,5,11,8,1,0
4378,"6202    2019-2
Name: split, dtype: object",45391,59004,0,10,3,13,0,1
4379,"6214    2019-2
Name: split, dtype: object",63891,48857,10,3,18,7,1,0
4380,"6226    2019-2
Name: split, dtype: object",68865,71085,9,4,8,14,1,0
4381,"6238    2019-2
Name: split, dtype: object",50661,57797,0,8,4,7,0,1
4382,"6250    2019-2
Name: split, dtype: object",52765,42404,10,1,12,4,1,0
4383,"6262    2019-2
Name: split, dtype: object",33293,49492,0,9,1,12,0,1
4384,"6274    2019-2
Name: split, dtype: object",41780,55327,1,10,5,20,0,1
4385,"6286    2019-2
Name: split, dtype: object",48067,59009,1,8,7,9,0,1
4386,"6298    2019-2
Name: split, dtype: object",56454,45471,11,1,9,7,1,0
4387,"6310    2019-2
Name: split, dtype: object",60097,49185,11,0,13,5,1,0
4388,"6322    2019-2
Name: split, dtype: object",57864,46333,11,0,19,5,1,0
4389,"6334    2019-2
Name: split, dtype: object",55731,42616,11,0,10,2,1,0
4390,"6346    2019-2
Name: split, dtype: object",66150,57709,8,1,10,5,1,0
4391,"6358    2019-2
Name: split, dtype: object",76999,89549,4,9,10,14,0,1
4392,"6370    2019-2
Name: split, dtype: object",60863,68389,3,10,7,13,0,1
4393,"6382    2019-2
Name: split, dtype: object",51873,46287,7,2,13,10,1,0
4394,"6394    2019-2
Name: split, dtype: object",58287,48332,11,1,16,9,1,0
4395,"6406    2019-2
Name: split, dtype: object",66795,55205,9,2,13,9,1,0
4396,"6418    2019-2
Name: split, dtype: object",65069,74062,4,8,8,14,0,1
4397,"6430    2019-2
Name: split, dtype: object",64839,77367,2,11,11,26,0,1
4398,"6442    2019-2
Name: split, dtype: object",69756,64146,11,2,16,12,1,0
4399,"6454    2019-2
Name: split, dtype: object",55057,65374,3,8,11,16,0,1
4400,"6466    2019-2
Name: split, dtype: object",71568,61189,10,2,21,10,1,0
4401,"6478    2019-2
Name: split, dtype: object",59966,67848,3,9,5,14,0,1
4402,"6490    2019-2
Name: split, dtype: object",69314,79699,3,11,10,16,0,1
4403,"6502    2019-2
Name: split, dtype: object",66022,65919,6,7,15,17,0,1
4404,"6514    2019-2
Name: split, dtype: object",58444,60481,5,8,12,9,0,1
4405,"6526    2019-2
Name: split, dtype: object",58268,67027,3,11,4,14,0,1
4406,"6538    2019-2
Name: split, dtype: object",71078,58367,11,1,15,11,1,0
4407,"6550    2019-2
Name: split, dtype: object",68102,74051,6,8,13,23,0,1
4408,"6562    2019-2
Name: split, dtype: object",59789,51964,9,2,11,10,1,0
4409,"6574    2019-2
Name: split, dtype: object",68574,60917,8,1,20,13,1,0
4410,"6586    2019-2
Name: split, dtype: object",53418,38291,9,0,21,10,1,0
4411,"6598    2019-2
Name: split, dtype: object",50663,61260,2,10,6,9,0,1
4412,"6610    2019-2
Name: split, dtype: object",56728,63311,2,7,2,10,0,1
4413,"6622    2019-2
Name: split, dtype: object",51162,41105,11,2,12,4,1,0
4414,"6634    2019-2
Name: split, dtype: object",44424,59562,2,9,7,23,0,1
4415,"6646    2019-2
Name: split, dtype: object",52972,66441,1,11,4,22,0,1
4416,"6658    2019-2
Name: split, dtype: object",37653,54820,1,10,8,24,0,1
4417,"6670    2019-2
Name: split, dtype: object",55387,63141,4,9,11,15,0,1
4418,"6682    2019-2
Name: split, dtype: object",37144,55996,1,10,9,23,0,1
4419,"6694    2019-2
Name: split, dtype: object",65849,54872,11,2,23,17,1,0
4420,"6706    2019-2
Name: split, dtype: object",48798,59400,3,9,4,17,0,1
4421,"6718    2019-2
Name: split, dtype: object",50016,39640,7,1,13,3,1,0
4422,"6730    2019-2
Name: split, dtype: object",52212,61874,1,11,6,13,0,1
4423,"6742    2019-2
Name: split, dtype: object",53211,39593,9,3,21,7,1,0
4424,"6754    2019-2
Name: split, dtype: object",62579,52808,11,2,16,5,1,0
4425,"6766    2019-2
Name: split, dtype: object",42822,52514,1,7,7,20,0,1
4426,"6778    2019-2
Name: split, dtype: object",47479,60266,1,11,4,11,0,1
4427,"6790    2019-2
Name: split, dtype: object",57000,46700,8,2,14,7,1,0
4428,"6802    2019-2
Name: split, dtype: object",80776,88539,7,11,15,20,0,1
4429,"6814    2019-2
Name: split, dtype: object",51889,43363,8,1,14,10,1,0
4430,"6826    2019-2
Name: split, dtype: object",62098,74107,2,9,4,9,0,1
4431,"6838    2019-2
Name: split, dtype: object",58952,51454,10,2,8,3,1,0
4432,"6850    2019-2
Name: split, dtype: object",68672,67004,7,5,16,11,1,0
4433,"6862    2019-2
Name: split, dtype: object",46227,57168,1,10,6,10,0,1
4434,"6874    2019-2
Name: split, dtype: object",54435,50369,6,3,8,8,1,0
4435,"6886    2019-2
Name: split, dtype: object",80788,79084,10,5,15,19,1,0
4436,"6898    2019-2
Name: split, dtype: object",67529,58998,8,4,26,15,1,0
4437,"6910    2019-2
Name: split, dtype: object",33564,48680,1,10,2,17,0,1
4438,"6922    2019-2
Name: split, dtype: object",77117,65889,8,2,22,4,1,0
4439,"6934    2019-2
Name: split, dtype: object",63099,55799,11,5,11,5,1,0
4440,"6946    2019-2
Name: split, dtype: object",47562,60999,1,9,7,16,0,1
4441,"6958    2019-2
Name: split, dtype: object",64961,58807,10,3,26,13,1,0
4442,"6970    2019-2
Name: split, dtype: object",78943,80536,8,11,19,18,1,0
4443,"6982    2019-2
Name: split, dtype: object",48118,35715,7,1,18,5,1,0
4444,"6994    2019-2
Name: split, dtype: object",53541,66117,3,11,5,15,0,1
4445,"7006    2019-2
Name: split, dtype: object",41568,27127,9,0,16,1,1,0
4446,"7018    2019-2
Name: split, dtype: object",58741,50228,9,4,10,2,1,0
4447,"7030    2019-2
Name: split, dtype: object",78029,71237,10,4,24,10,1,0
4448,"7042    2019-2
Name: split, dtype: object",74306,64929,10,2,20,12,1,0
4449,"7054    2019-2
Name: split, dtype: object",72688,86491,2,11,12,18,0,1
4450,"7066    2019-2
Name: split, dtype: object",59821,67362,4,7,17,27,0,1
4451,"7078    2019-2
Name: split, dtype: object",64147,72330,4,8,7,15,0,1
4452,"7090    2019-2
Name: split, dtype: object",68273,64740,7,5,8,3,1,0
4453,"7102    2019-2
Name: split, dtype: object",52149,63063,3,9,2,13,0,1
4454,"7114    2019-2
Name: split, dtype: object",60299,63896,3,7,3,6,0,1
4455,"7126    2019-2
Name: split, dtype: object",66111,75154,0,9,5,16,0,1
4456,"7138    2019-2
Name: split, dtype: object",55044,63675,3,10,5,13,0,1
4457,"7150    2019-2
Name: split, dtype: object",67476,53825,10,1,16,8,1,0
4458,"7162    2019-2
Name: split, dtype: object",49109,62405,1,10,7,13,0,1
4459,"7174    2019-2
Name: split, dtype: object",47154,58449,1,11,7,17,0,1
4460,"7186    2019-2
Name: split, dtype: object",72038,62529,8,3,14,4,1,0
4461,"7198    2019-2
Name: split, dtype: object",70728,61462,10,3,13,7,1,0
4462,"7210    2019-2
Name: split, dtype: object",55400,66708,3,8,4,13,0,1
4463,"7222    2019-2
Name: split, dtype: object",50587,61394,1,10,6,14,0,1
4464,"7234    2019-2
Name: split, dtype: object",71579,65642,10,4,23,23,1,0
4465,"7246    2019-2
Name: split, dtype: object",68642,56016,11,0,8,3,1,0
4466,"7258    2019-2
Name: split, dtype: object",48129,60380,1,8,6,12,0,1
4467,"7270    2019-2
Name: split, dtype: object",57723,60217,7,7,12,16,0,1
4468,"7282    2019-2
Name: split, dtype: object",58628,47779,11,2,18,5,1,0
4469,"7294    2019-2
Name: split, dtype: object",58243,72359,1,10,9,15,0,1
4470,"7306    2019-2
Name: split, dtype: object",51554,37527,11,0,24,6,1,0
4471,"7318    2019-2
Name: split, dtype: object",70508,82825,3,11,12,21,0,1
4472,"7330    2019-2
Name: split, dtype: object",65961,63256,7,5,16,16,1,0
4473,"7342    2019-2
Name: split, dtype: object",47430,58571,2,9,7,18,0,1
4474,"7354    2019-2
Name: split, dtype: object",55140,47180,9,3,12,5,1,0
4475,"7366    2019-2
Name: split, dtype: object",81187,86917,11,8,16,19,1,0
4476,"7378    2019-2
Name: split, dtype: object",59872,65331,5,9,5,7,0,1
4477,"7390    2019-2
Name: split, dtype: object",65918,73721,3,11,7,15,0,1
4478,"7402    2019-2
Name: split, dtype: object",60806,50144,10,2,12,2,1,0
4479,"7414    2019-2
Name: split, dtype: object",53490,48349,6,4,14,4,1,0
4480,"7426    2019-2
Name: split, dtype: object",57592,44155,11,1,19,6,1,0
4481,"7438    2019-2
Name: split, dtype: object",73684,61837,11,0,17,7,1,0
4482,"7450    2019-2
Name: split, dtype: object",53595,67152,0,11,9,20,0,1
4483,"7462    2019-2
Name: split, dtype: object",59054,45875,11,1,17,5,1,0
4484,"7474    2019-2
Name: split, dtype: object",74472,77590,4,9,15,17,0,1
4485,"7486    2019-2
Name: split, dtype: object",61949,52604,8,6,14,3,1,0
4486,"7498    2019-2
Name: split, dtype: object",53356,65374,2,11,2,19,0,1
4487,"7510    2019-2
Name: split, dtype: object",63505,58970,7,2,12,13,1,0
4488,"7522    2019-2
Name: split, dtype: object",51255,57373,5,9,8,14,0,1
4489,"7534    2019-2
Name: split, dtype: object",43085,52663,3,8,6,15,0,1
4490,"7546    2019-2
Name: split, dtype: object",71318,62693,0,0,22,15,1,0
4491,"7558    2019-2
Name: split, dtype: object",62039,64190,3,7,16,17,0,1
4492,"7570    2019-2
Name: split, dtype: object",72144,74476,4,9,18,20,0,1
4493,"7582    2019-2
Name: split, dtype: object",50690,59747,3,8,9,23,0,1
4494,"7594    2019-2
Name: split, dtype: object",50054,61416,2,9,13,24,0,1
4495,"7606    2019-2
Name: split, dtype: object",52430,60302,1,10,16,23,0,1
4496,"7618    2019-2
Name: split, dtype: object",34540,44405,1,11,3,9,0,1
4497,"7630    2019-2
Name: split, dtype: object",53139,41507,8,1,20,5,1,0
4498,"7642    2019-2
Name: split, dtype: object",51910,46744,8,2,9,4,1,0
4499,"7654    2019-2
Name: split, dtype: object",64007,74249,2,11,15,26,0,1
4500,"7666    2019-2
Name: split, dtype: object",51400,38600,9,1,21,6,1,0
4501,"7678    2019-2
Name: split, dtype: object",55318,43678,10,3,27,7,1,0
4502,"7690    2019-2
Name: split, dtype: object",67006,58538,10,3,7,2,1,0
4503,"7702    2019-2
Name: split, dtype: object",60577,75093,1,11,5,16,0,1
4504,"7714    2019-2
Name: split, dtype: object",64378,70225,4,8,12,14,0,1
4505,"7726    2019-2
Name: split, dtype: object",65615,76434,1,11,7,13,0,1
4506,"7738    2019-2
Name: split, dtype: object",43597,51194,5,8,4,20,0,1
4507,"7750    2019-2
Name: split, dtype: object",52160,42151,8,1,19,9,1,0
4508,"7762    2019-2
Name: split, dtype: object",49671,40540,6,2,19,8,1,0
4509,"7774    2019-2
Name: split, dtype: object",62344,53096,8,1,19,10,1,0
4510,"7786    2019-2
Name: split, dtype: object",48700,55414,1,7,12,21,0,1
4511,"7798    2019-2
Name: split, dtype: object",60385,49410,9,2,14,4,1,0
4512,"7810    2019-2
Name: split, dtype: object",73403,58667,11,1,17,3,1,0
4513,"7822    2019-2
Name: split, dtype: object",63427,52895,10,1,18,7,1,0
4514,"7834    2019-2
Name: split, dtype: object",51316,35092,11,0,23,5,1,0
4515,"7846    2019-2
Name: split, dtype: object",57852,66303,2,10,8,15,0,1
4516,"7858    2019-2
Name: split, dtype: object",71700,62600,11,3,15,9,1,0
4517,"7870    2019-2
Name: split, dtype: object",66846,61114,8,4,14,8,1,0
4518,"7882    2019-2
Name: split, dtype: object",60131,70304,5,8,7,11,0,1
4519,"7894    2019-2
Name: split, dtype: object",79007,77614,9,4,15,15,1,0
4520,"7906    2019-2
Name: split, dtype: object",55450,65348,2,11,8,18,0,1
4521,"7918    2019-2
Name: split, dtype: object",44980,35987,7,2,14,3,1,0
4522,"7930    2019-2
Name: split, dtype: object",77440,77544,5,7,13,18,0,1
4523,"7942    2019-2
Name: split, dtype: object",51330,63754,2,9,5,16,0,1
4524,"7954    2019-2
Name: split, dtype: object",58906,64136,5,8,16,17,0,1
4525,"7966    2019-2
Name: split, dtype: object",49421,60800,1,9,2,12,0,1
4526,"7978    2019-2
Name: split, dtype: object",51907,65383,2,10,6,17,0,1
4527,"7990    2019-2
Name: split, dtype: object",72016,73505,7,9,15,18,0,1
4528,"8002    2019-2
Name: split, dtype: object",57086,42786,8,1,18,5,1,0
4529,"8014    2019-2
Name: split, dtype: object",40365,59331,0,11,5,25,0,1
4530,"8026    2019-2
Name: split, dtype: object",51656,41190,10,0,15,7,1,0
4531,"8038    2019-2
Name: split, dtype: object",66819,59061,10,4,23,14,1,0
4532,"8050    2019-2
Name: split, dtype: object",67835,76011,4,9,12,20,0,1
4533,"8062    2019-2
Name: split, dtype: object",74237,58133,10,2,16,10,1,0
4534,"8074    2019-2
Name: split, dtype: object",71376,73150,2,7,11,14,0,1
4535,"8086    2019-2
Name: split, dtype: object",41200,54275,3,9,8,19,0,1
4536,"8098    2019-2
Name: split, dtype: object",70783,62012,8,2,19,11,1,0
4537,"8110    2019-2
Name: split, dtype: object",63641,47833,11,3,14,1,1,0
4538,"8122    2019-2
Name: split, dtype: object",42225,59380,1,9,1,13,0,1
4539,"8134    2019-2
Name: split, dtype: object",69272,60278,11,3,14,8,1,0
4540,"8146    2019-2
Name: split, dtype: object",53652,65453,1,11,10,15,0,1
4541,"8158    2019-2
Name: split, dtype: object",67315,54196,11,0,15,5,1,0
4542,"8170    2019-2
Name: split, dtype: object",51725,63796,2,11,8,23,0,1
4543,"8182    2019-2
Name: split, dtype: object",60203,69967,1,10,5,9,0,1
4544,"8194    2019-2
Name: split, dtype: object",67995,59087,8,1,10,3,1,0
4545,"8206    2019-2
Name: split, dtype: object",61690,71868,5,9,8,15,0,1
4546,"8218    2019-2
Name: split, dtype: object",59809,49796,11,3,25,8,1,0
4547,"8230    2019-2
Name: split, dtype: object",68006,56077,7,1,13,5,1,0
4548,"8242    2019-2
Name: split, dtype: object",61322,51547,9,1,15,7,1,0
4549,"8254    2019-2
Name: split, dtype: object",58606,47631,10,0,18,4,1,0
4550,"8266    2019-2
Name: split, dtype: object",41258,52895,2,9,9,24,0,1
4551,"8278    2019-2
Name: split, dtype: object",78912,73707,8,3,18,16,1,0
4552,"8290    2019-2
Name: split, dtype: object",48545,57537,3,7,4,17,0,1
4553,"8302    2019-2
Name: split, dtype: object",64460,55762,9,1,20,10,1,0
4554,"8314    2019-2
Name: split, dtype: object",83824,75269,11,1,15,12,1,0
4555,"8326    2019-2
Name: split, dtype: object",62642,53854,8,3,10,5,1,0
4556,"8338    2019-2
Name: split, dtype: object",48360,36538,9,1,10,2,1,0
4557,"8350    2019-2
Name: split, dtype: object",63216,55506,10,2,12,4,1,0
4558,"8362    2019-2
Name: split, dtype: object",50266,66703,2,11,6,16,0,1
4559,"8374    2019-2
Name: split, dtype: object",65686,60539,9,4,6,8,1,0
4560,"8386    2019-2
Name: split, dtype: object",62420,52092,11,2,12,10,1,0
4561,"8398    2019-2
Name: split, dtype: object",51069,36918,10,1,25,8,1,0
4562,"8410    2019-2
Name: split, dtype: object",66310,56162,11,1,17,6,1,0
4563,"8422    2019-2
Name: split, dtype: object",87454,85520,8,10,24,16,1,0
4564,"8434    2019-2
Name: split, dtype: object",48369,36622,10,0,16,6,1,0
4565,"8446    2019-2
Name: split, dtype: object",66451,57721,9,3,18,10,1,0
4566,"8458    2019-2
Name: split, dtype: object",48418,62601,2,11,5,18,0,1
4567,"8470    2019-2
Name: split, dtype: object",57428,63630,3,8,6,15,0,1
4568,"8482    2019-2
Name: split, dtype: object",44517,55299,2,8,5,20,0,1
4569,"8494    2019-2
Name: split, dtype: object",65432,74196,0,11,8,22,0,1
4570,"8506    2019-2
Name: split, dtype: object",55233,49910,7,1,11,7,1,0
4571,"8518    2019-2
Name: split, dtype: object",57462,48997,11,2,22,12,1,0
4572,"8530    2019-2
Name: split, dtype: object",56770,63526,3,7,8,14,0,1
4573,"8542    2019-2
Name: split, dtype: object",42648,55221,1,11,1,11,0,1
4574,"8554    2019-2
Name: split, dtype: object",49337,40974,10,3,12,8,1,0
4575,"8566    2019-2
Name: split, dtype: object",47854,61558,1,9,9,20,0,1
4576,"8578    2019-2
Name: split, dtype: object",59618,48128,11,4,18,2,1,0
4577,"8590    2019-2
Name: split, dtype: object",52561,61811,1,9,18,21,0,1
4578,"8602    2019-2
Name: split, dtype: object",66487,58186,10,4,15,8,1,0
4579,"8614    2019-2
Name: split, dtype: object",38998,56953,1,11,5,19,0,1
4580,"8626    2019-2
Name: split, dtype: object",54060,42862,11,2,15,6,1,0
4581,"8638    2019-2
Name: split, dtype: object",56864,60161,4,7,11,16,0,1
4582,"8650    2019-2
Name: split, dtype: object",51984,61346,3,9,6,18,0,1
4583,"8662    2019-2
Name: split, dtype: object",63933,55348,11,3,22,11,1,0
4584,"8674    2019-2
Name: split, dtype: object",66479,76722,5,9,11,21,0,1
4585,"8686    2019-2
Name: split, dtype: object",64922,54799,11,1,14,7,1,0
4586,"8698    2019-2
Name: split, dtype: object",66236,74693,5,10,11,15,0,1
4587,"8710    2019-2
Name: split, dtype: object",80539,75286,9,7,17,14,1,0
4588,"8722    2019-2
Name: split, dtype: object",75818,71540,10,4,16,9,1,0
4589,"8734    2019-2
Name: split, dtype: object",53428,65420,0,10,4,16,0,1
4590,"8746    2019-2
Name: split, dtype: object",53054,67575,2,10,11,19,0,1
4591,"8758    2019-2
Name: split, dtype: object",55065,41665,11,1,20,6,1,0
4592,"8770    2019-2
Name: split, dtype: object",56237,63989,2,8,6,14,0,1
4593,"8782    2019-2
Name: split, dtype: object",62300,48500,11,3,15,5,1,0
4594,"8794    2019-2
Name: split, dtype: object",58538,46949,10,1,12,3,1,0
4595,"8806    2019-2
Name: split, dtype: object",63110,74424,4,10,10,15,0,1
4596,"8818    2019-2
Name: split, dtype: object",53700,65500,2,10,7,13,0,1
4597,"8830    2019-2
Name: split, dtype: object",61389,57377,8,3,17,10,1,0
4598,"8842    2019-2
Name: split, dtype: object",48464,52140,4,6,9,14,0,1
4599,"8854    2019-2
Name: split, dtype: object",63819,54022,11,2,16,8,1,0
4600,"8866    2019-2
Name: split, dtype: object",55691,64394,3,7,12,17,0,1
4601,"8878    2019-2
Name: split, dtype: object",65561,55864,8,3,11,7,1,0
4602,"8890    2019-2
Name: split, dtype: object",56600,57600,6,7,9,8,0,1
4603,"8902    2019-2
Name: split, dtype: object",57199,68692,2,11,13,23,0,1
4604,"8914    2019-2
Name: split, dtype: object",41236,56474,1,9,11,22,0,1
4605,"8926    2019-2
Name: split, dtype: object",37953,49700,1,10,5,14,0,1
4606,"8938    2019-2
Name: split, dtype: object",28069,41021,0,8,3,19,0,1
4607,"8950    2019-2
Name: split, dtype: object",64912,59584,8,3,16,14,1,0
4608,"8962    2019-2
Name: split, dtype: object",78631,64191,11,4,24,15,1,0
4609,"8974    2019-2
Name: split, dtype: object",63163,51091,9,1,17,8,1,0
4610,"8986    2019-2
Name: split, dtype: object",52448,37471,7,0,24,8,1,0
4611,"8998    2019-2
Name: split, dtype: object",69684,77599,4,9,15,15,0,1
4612,"9010    2019-2
Name: split, dtype: object",55686,66682,2,8,1,18,0,1
4613,"9022    2019-2
Name: split, dtype: object",64904,51953,2,0,17,9,1,0
4614,"9034    2019-2
Name: split, dtype: object",66252,55089,11,3,22,13,1,0
4615,"9046    2019-2P
Name: split, dtype: object",48281,57193,2,9,5,12,0,1
4616,"9058    2019-2P
Name: split, dtype: object",53439,43085,8,2,18,5,1,0
